individualid,originalid,originaltraitname,originaltraitdef,standardisedtraitname,standardisedtraitdef,originaltraitvalue,originaltraitunit,originalerrorpos,originalerrorneg,originalerrorunit,standardisedtraitvalue,standardisedtraitunit,standardisederrorpos,standardisederrorneg,standardisederrorunit,replicates,habitat,labfield,arenavalue,arenaunit,arenavaluesi,arenaunitsi,ambienttemp,ambienttempmethod,ambienttempunit,ambientlight,ambientlightunit,secondstressor,secondstressordef,secondstressorvalue,secondstressorunit,timestart,timeend,totalobstimevalue,totalobstimeunit,totalobstimevaluesi,totalobstimeunitsi,totalobstimenotes,resrepvalue,resrepunit,resrepvaluesi,resrepunitsi,locationtext,locationtype,originallocationdate,locationdate,locationdateprecision,coordinatetype,latitude,longitude,interactor1,interactor1common,interactor1wholepart,interactor1wholeparttype,interactor1number,interactor1kingdom,interactor1phylum,interactor1class,interactor1order,interactor1family,interactor1genus,interactor1species,interactor1stage,interactor1sex,interactor1temp,interactor1tempunit,interactor1tempmethod,interactor1growthtemp,interactor1growthtempunit,interactor1growthdur,interactor1growthdurunit,interactor1growthtype,interactor1acc,interactor1acctemp,interactor1acctempnotes,interactor1acctime,interactor1acctimenotes,interactor1acctimeunit,interactor1origtemp,interactor1origtempnotes,interactor1origtime,interactor1origtimenotes,interactor1origtimeunit,interactor1equilibtimevalue,interactor1equilibtimeunit,interactor1size,interactor1sizeunit,interactor1sizetype,interactor1sizesi,interactor1sizeunitsi,interactor1denvalue,interactor1denunit,interactor1dentypesi,interactor1denvaluesi,interactor1denunitsi,interactor1massvaluesi,interactor1massunitsi,interactor2common,interactor2kingdom,interactor2phylum,interactor2class,interactor2order,interactor2family,interactor2genus,interactor2species,interactor2stage,interactor2sex,interactor2temp,interactor2tempunit,interactor2tempmethod,interactor2growthtemp,interactor2growthtempunit,interactor2growthdur,interactor2growthdurunit,interactor2growthtype,interactor2acc,interactor2acctemp,interactor2acctempnotes,interactor2acctime,interactor2acctimenotes,interactor2acctimeunit,interactor2origtemp,interactor2origtempnotes,interactor2origtime,interactor2origtimenotes,interactor2origtimeunit,interactor2equilibtimevalue,interactor2equilibtimeunit,interactor2size,interactor2sizeunit,interactor2sizetype,interactor2sizesi,interactor2sizeunitsi,interactor2denvalue,interactor2denunit,interactor2dentypesi,interactor2denvaluesi,interactor2denunitsi,interactor2massvaluesi,interactor2massunitsi,physicalprocess,physicalprocess_1,physicalprocess_2,figuretable,citation,doi,curratedbycitation,curratedbydoi,submittedby,contributoremail,notes,published,embargorelease
,MAC001,relative activity,mean percent relative activity,,,10.23,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Shaghai China,colony,,,0,decimal,31,121,Mycobacterium tuberculosis,,part,Methionine Aminopeptidase MtMetAP1c enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,65,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5,10.1007/s00284-009-9470-3.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. Met-Ala-Ser is substrate,,18/08/2009
,MAC001,relative activity,mean percent relative activity,,,2.86,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Shaghai China,colony,,,0,decimal,31,121,Mycobacterium tuberculosis,,part,Methionine Aminopeptidase MtMetAP1c enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,75,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5,10.1007/s00284-009-9470-3.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. Met-Ala-Ser is substrate,,18/08/2009
,MAC001,relative activity,mean percent relative activity,,,3.35,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Shaghai China,colony,,,0,decimal,31,121,Mycobacterium tuberculosis,,part,Methionine Aminopeptidase MtMetAP1c enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,85,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5,10.1007/s00284-009-9470-3.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. Met-Ala-Ser is substrate,,18/08/2009
,MAC001,relative activity,mean percent relative activity,,,2.84,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Shaghai China,colony,,,0,decimal,31,121,Mycobacterium tuberculosis,,part,Methionine Aminopeptidase MtMetAP1c enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,95,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zhang et al. 2009. Expression and Characterization of Two Functional Methionine Aminopeptidases from Mycobacterium tuberculosis H37Rv. Current Microbiology. 59:5,10.1007/s00284-009-9470-3.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. Met-Ala-Ser is substrate,,18/08/2009
,GLB001,relative activity,mean percent relative activity,,,100,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chandigarh India,colony,,,0,decimal,31,77,Mycobacterium tuberculosis,,part,Glycogen branching enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,15,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garg et al. 2007. Expression and characterization of alpha-(14)-glucan branching enzyme Rv1326c of Mycobacterium tuberculosis H37Rv. Protein Expression and Purification. 51:2,10.1016/j.pep.2006.08.005.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. Potato type III amylose is substrate,,01/02/2007
,GLB001,relative activity,mean percent relative activity,,,99.48,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chandigarh India,colony,,,0,decimal,31,77,Mycobacterium tuberculosis,,part,Glycogen branching enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,25,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garg et al. 2007. Expression and characterization of alpha-(14)-glucan branching enzyme Rv1326c of Mycobacterium tuberculosis H37Rv. Protein Expression and Purification. 51:2,10.1016/j.pep.2006.08.005.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. Potato type III amylose is substrate,,01/02/2007
,GLB001,relative activity,mean percent relative activity,,,99.87,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chandigarh India,colony,,,0,decimal,31,77,Mycobacterium tuberculosis,,part,Glycogen branching enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,30,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garg et al. 2007. Expression and characterization of alpha-(14)-glucan branching enzyme Rv1326c of Mycobacterium tuberculosis H37Rv. Protein Expression and Purification. 51:2,10.1016/j.pep.2006.08.005.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. Potato type III amylose is substrate,,01/02/2007
,GLB001,relative activity,mean percent relative activity,,,81.49,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chandigarh India,colony,,,0,decimal,31,77,Mycobacterium tuberculosis,,part,Glycogen branching enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,37,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garg et al. 2007. Expression and characterization of alpha-(14)-glucan branching enzyme Rv1326c of Mycobacterium tuberculosis H37Rv. Protein Expression and Purification. 51:2,10.1016/j.pep.2006.08.005.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. Potato type III amylose is substrate,,01/02/2007
,GLB001,relative activity,mean percent relative activity,,,78.64,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chandigarh India,colony,,,0,decimal,31,77,Mycobacterium tuberculosis,,part,Glycogen branching enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,45,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garg et al. 2007. Expression and characterization of alpha-(14)-glucan branching enzyme Rv1326c of Mycobacterium tuberculosis H37Rv. Protein Expression and Purification. 51:2,10.1016/j.pep.2006.08.005.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. Potato type III amylose is substrate,,01/02/2007
,GLB001,relative activity,mean percent relative activity,,,10.94,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chandigarh India,colony,,,0,decimal,31,77,Mycobacterium tuberculosis,,part,Glycogen branching enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,55,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garg et al. 2007. Expression and characterization of alpha-(14)-glucan branching enzyme Rv1326c of Mycobacterium tuberculosis H37Rv. Protein Expression and Purification. 51:2,10.1016/j.pep.2006.08.005.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. Potato type III amylose is substrate,,01/02/2007
,GLB001,relative activity,mean percent relative activity,,,0,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chandigarh India,colony,,,0,decimal,31,77,Mycobacterium tuberculosis,,part,Glycogen branching enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,80,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garg et al. 2007. Expression and characterization of alpha-(14)-glucan branching enzyme Rv1326c of Mycobacterium tuberculosis H37Rv. Protein Expression and Purification. 51:2,10.1016/j.pep.2006.08.005.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. Potato type III amylose is substrate,,01/02/2007
,LIU001,relative activity,mean percent relative activity,,,18.78,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chongqing China,colony,,,0,decimal,30,107,Mycobacterium tuberculosis,,part,LipU enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,20,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Li et al. 2017. Characterization and function of Mycobacterium tuberculosis H37Rv Lipase Rv1076 (LipU). Microbiological Research. 196,10.1016/j.micres.2016.12.005.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. C4 p-NP ester is substrate,,01/03/2017
,LIU001,relative activity,mean percent relative activity,,,32.24,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chongqing China,colony,,,0,decimal,30,107,Mycobacterium tuberculosis,,part,LipU enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,25,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Li et al. 2017. Characterization and function of Mycobacterium tuberculosis H37Rv Lipase Rv1076 (LipU). Microbiological Research. 196,10.1016/j.micres.2016.12.005.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. C4 p-NP ester is substrate,,01/03/2017
,LIU001,relative activity,mean percent relative activity,,,68.37,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chongqing China,colony,,,0,decimal,30,107,Mycobacterium tuberculosis,,part,LipU enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,30,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Li et al. 2017. Characterization and function of Mycobacterium tuberculosis H37Rv Lipase Rv1076 (LipU). Microbiological Research. 196,10.1016/j.micres.2016.12.005.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. C4 p-NP ester is substrate,,01/03/2017
,LIU001,relative activity,mean percent relative activity,,,90.1,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chongqing China,colony,,,0,decimal,30,107,Mycobacterium tuberculosis,,part,LipU enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,35,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Li et al. 2017. Characterization and function of Mycobacterium tuberculosis H37Rv Lipase Rv1076 (LipU). Microbiological Research. 196,10.1016/j.micres.2016.12.005.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. C4 p-NP ester is substrate,,01/03/2017
,LIU001,relative activity,mean percent relative activity,,,100.51,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chongqing China,colony,,,0,decimal,30,107,Mycobacterium tuberculosis,,part,LipU enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,40,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Li et al. 2017. Characterization and function of Mycobacterium tuberculosis H37Rv Lipase Rv1076 (LipU). Microbiological Research. 196,10.1016/j.micres.2016.12.005.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. C4 p-NP ester is substrate,,01/03/2017
,LIU001,relative activity,mean percent relative activity,,,81.22,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chongqing China,colony,,,0,decimal,30,107,Mycobacterium tuberculosis,,part,LipU enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,45,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Li et al. 2017. Characterization and function of Mycobacterium tuberculosis H37Rv Lipase Rv1076 (LipU). Microbiological Research. 196,10.1016/j.micres.2016.12.005.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. C4 p-NP ester is substrate,,01/03/2017
,LIU001,relative activity,mean percent relative activity,,,54.59,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chongqing China,colony,,,0,decimal,30,107,Mycobacterium tuberculosis,,part,LipU enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,50,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Li et al. 2017. Characterization and function of Mycobacterium tuberculosis H37Rv Lipase Rv1076 (LipU). Microbiological Research. 196,10.1016/j.micres.2016.12.005.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. C4 p-NP ester is substrate,,01/03/2017
,LIU001,relative activity,mean percent relative activity,,,26.73,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chongqing China,colony,,,0,decimal,30,107,Mycobacterium tuberculosis,,part,LipU enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,55,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Li et al. 2017. Characterization and function of Mycobacterium tuberculosis H37Rv Lipase Rv1076 (LipU). Microbiological Research. 196,10.1016/j.micres.2016.12.005.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. C4 p-NP ester is substrate,,01/03/2017
,LIU001,relative activity,mean percent relative activity,,,9.29,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chongqing China,colony,,,0,decimal,30,107,Mycobacterium tuberculosis,,part,LipU enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,60,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Li et al. 2017. Characterization and function of Mycobacterium tuberculosis H37Rv Lipase Rv1076 (LipU). Microbiological Research. 196,10.1016/j.micres.2016.12.005.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. C4 p-NP ester is substrate,,01/03/2017
,LIU001,relative activity,mean percent relative activity,,,0.71,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chongqing China,colony,,,0,decimal,30,107,Mycobacterium tuberculosis,,part,LipU enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,70,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Li et al. 2017. Characterization and function of Mycobacterium tuberculosis H37Rv Lipase Rv1076 (LipU). Microbiological Research. 196,10.1016/j.micres.2016.12.005.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. C4 p-NP ester is substrate,,01/03/2017
,LIN001,relative activity,mean percent relative activity,,,38.87,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chandigarh India,colony,,,0,decimal,31,77,Mycobacterium tuberculosis,,part,LipN enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,25,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jadeja et al. 2015. Characterization of LipN (Rv2970c) ofMycobacterium Tuberculosis H37Rv and its Probable Role in Xenobiotic Degradation. Journal of Cellular Biochemistry. 117:2,10.1002/jcb.25285.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. pNP-butyrate is substrate,,24/07/2015
,LIN001,relative activity,mean percent relative activity,,,85.96,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chandigarh India,colony,,,0,decimal,31,77,Mycobacterium tuberculosis,,part,LipN enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,35,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jadeja et al. 2015. Characterization of LipN (Rv2970c) ofMycobacterium Tuberculosis H37Rv and its Probable Role in Xenobiotic Degradation. Journal of Cellular Biochemistry. 117:3,10.1002/jcb.25285.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. pNP-butyrate is substrate,,24/07/2015
,LIN001,relative activity,mean percent relative activity,,,99.1,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chandigarh India,colony,,,0,decimal,31,77,Mycobacterium tuberculosis,,part,LipN enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,45,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jadeja et al. 2015. Characterization of LipN (Rv2970c) ofMycobacterium Tuberculosis H37Rv and its Probable Role in Xenobiotic Degradation. Journal of Cellular Biochemistry. 117:4,10.1002/jcb.25285.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. pNP-butyrate is substrate,,24/07/2015
,LIN001,relative activity,mean percent relative activity,,,64.3,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chandigarh India,colony,,,0,decimal,31,77,Mycobacterium tuberculosis,,part,LipN enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,55,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jadeja et al. 2015. Characterization of LipN (Rv2970c) ofMycobacterium Tuberculosis H37Rv and its Probable Role in Xenobiotic Degradation. Journal of Cellular Biochemistry. 117:5,10.1002/jcb.25285.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. pNP-butyrate is substrate,,24/07/2015
,LIN001,relative activity,mean percent relative activity,,,10.53,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chandigarh India,colony,,,0,decimal,31,77,Mycobacterium tuberculosis,,part,LipN enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,65,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jadeja et al. 2015. Characterization of LipN (Rv2970c) ofMycobacterium Tuberculosis H37Rv and its Probable Role in Xenobiotic Degradation. Journal of Cellular Biochemistry. 117:6,10.1002/jcb.25285.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. pNP-butyrate is substrate,,24/07/2015
,LIN001,relative activity,mean percent relative activity,,,9.7,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Chandigarh India,colony,,,0,decimal,31,77,Mycobacterium tuberculosis,,part,LipN enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,75,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jadeja et al. 2015. Characterization of LipN (Rv2970c) ofMycobacterium Tuberculosis H37Rv and its Probable Role in Xenobiotic Degradation. Journal of Cellular Biochemistry. 117:7,10.1002/jcb.25285.,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used. pNP-butyrate is substrate,,24/07/2015
,IPD001,relative activity,mean percent relative activity,,,100,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Shaghai China,colony,,,0,decimal,31,121,Mycobacterium tuberculosis,,part,MEP cytidyltransferase enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,30,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shi et al. 2007. Biosynthesis of Isoprenoids: Characterization of a Functionally Active Recombinant 2-C-methyl-D-erythritol 4-phosphate Cytidyltransferase (IspD) from Mycobacterium tuberculosis H37Rv. BMB Reports. 40:6,10.5483/BMBRep.2007.40.6.911,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used.,,30/11/2007
,IPD001,relative activity,mean percent relative activity,,,97.76,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Shaghai China,colony,,,0,decimal,31,121,Mycobacterium tuberculosis,,part,MEP cytidyltransferase enzyme,,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,,,40,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shi et al. 2007. Biosynthesis of Isoprenoids: Characterization of a Functionally Active Recombinant 2-C-methyl-D-erythritol 4-phosphate Cytidyltransferase (IspD) from Mycobacterium tuberculosis H37Rv. BMB Reports. 40:7,10.5483/BMBRep.2007.40.6.912,,,Natalia Glazman,glazmann@yahoo.co.uk,M. tuberculosis strain H37Rv used.,,30/11/2007
